,108_MC_B2_S20,109_NegContCooler_C2_S53,110_NegSC_D2_S4,NPB_F10_10_F7_S24,NPB_F10_11_G7_S25,NPB_F10_12_H7_S26,NPB_F10_1_E6_S15,NPB_F10_2_F6_S16,NPB_F10_3_G6_S17,NPB_F10_4_H6_S18,NPB_F10_5_A7_S19,NPB_F10_6_B7_S20,NPB_F10_7_C7_S21,NPB_F10_8_D7_S22,NPB_F10_9_E7_S23,NPB_F1_10_B3_S10,NPB_F11_10_B9_S36,NPB_F11_11_C9_S37,NPB_F11_12_D9_S38,NPB_F11_1_A8_S27,NPB_F1_11_C3_S11,NPB_F11_2_B8_S28,NPB_F1_12_D3_S12,NPB_F11_3_C8_S29,NPB_F11_4_D8_S30,NPB_F11_5_E8_S31,NPB_F11_6_F8_S32,NPB_F11_7_G8_S33,NPB_F11_8_H8_S34,NPB_F11_9_A9_S35,NPB_F1_1_A2_S1,NPB_F12_10_F10_S48,NPB_F12_11_G10_S49,NPB_F12_12_H10_S50,NPB_F12_1_E9_S39,NPB_F12_2_F9_S40,NPB_F12_3_G9_S41,NPB_F12_4_H9_S42,NPB_F12_5_A10_S43,NPB_F12_6_B10_S44,NPB_F12_7_C10_S45,NPB_F12_8_D10_S46,NPB_F12_9_E10_S47,NPB_F1_2_B2_S2,NPB_F13_10_B12_S60,NPB_F13_11_C12_S61,NPB_F13_12_D12_S62,NPB_F13_1_A11_S51,NPB_F13_2_B11_S52,NPB_F13_3_C11_S53,NPB_F13_4_D11_S54,NPB_F13_5_E11_S55,NPB_F13_6_F11_S56,NPB_F13_7_G11_S57,NPB_F13_8_H11_S58,NPB_F13_9_A12_S59,NPB_F1_3_C2_S3,NPB_F14_10_F1_S72,NPB_F14_11_G1_S73,NPB_F14_12_H1_S74,NPB_F14_1_E12_S63,NPB_F14_2_F12_S64,NPB_F14_3_G12_S65,NPB_F14_4_H12_S66,NPB_F14_5_A1_S67,NPB_F14_6_B1_S68,NPB_F14_7_C1_S69,NPB_F14_8_D1_S70,NPB_F14_9_E1_S71,NPB_F1_4_D2_S4,NPB_F15_10_B3_S84,NPB_F15_11_C3_S85,NPB_F15_12_D3_S86,NPB_F15_1_A2_S75,NPB_F15_2_B2_S76,NPB_F15_3_C2_S77,NPB_F15_4_D2_S78,NPB_F15_5_E2_S79,NPB_F15_6_F2_S80,NPB_F15_7_G2_S81,NPB_F15_8_H2_S82,NPB_F15_9_A3_S83,NPB_F1_5_E2_S5,NPB_F16_10_F4_S51,NPB_F16_11_G4_S52,NPB_F16_12_H4_S53,NPB_F16_1_E3_S87,NPB_F16_2_F3_S88,NPB_F16_3_G3_S89,NPB_F16_4_H3_S90,NPB_F16_5_A4_S91,NPB_F16_6_B4_S92,NPB_F16_7_C4_S48,NPB_F16_8_D4_S49,NPB_F16_9_E4_S50,NPB_F1_6_F2_S6,NPB_F17_10_B6_S63,NPB_F17_11_C6_S64,NPB_F17_12_D6_S65,NPB_F17_1_A5_S54,NPB_F17_2_B5_S55,NPB_F17_3_C5_S56,NPB_F17_4_D5_S57,NPB_F17_5_E5_S58,NPB_F17_6_F5_S59,NPB_F17_7_G5_S60,NPB_F17_8_H5_S61,NPB_F17_9_A6_S62,NPB_F1_7_G2_S7,NPB_F18_10_F7_S75,NPB_F18_11_G7_S76,NPB_F18_12_H7_S77,NPB_F18_1_E6_S66,NPB_F18_2_F6_S67,NPB_F18_3_G6_S68,NPB_F18_4_H6_S69,NPB_F18_5_A7_S70,NPB_F18_6_B7_S71,NPB_F18_7_C7_S72,NPB_F18_8_D7_S73,NPB_F18_9_E7_S74,NPB_F1_8_H2_S8,NPB_F1_9_A3_S9,NPB_F2_10_F4_S22,NPB_F2_11_G4_S23,NPB_F2_12_H4_S24,NPB_F2_1_E3_S13,NPB_F2_2_F3_S14,NPB_F2_3_G3_S15,NPB_F2_4_H3_S16,NPB_F2_5_A4_S17,NPB_F2_6_B4_S18,NPB_F2_7_C4_S19,NPB_F2_8_D4_S20,NPB_F2_9_E4_S21,NPB_F3_10_B6_S34,NPB_F3_11_C6_S35,NPB_F3_12_D6_S36,NPB_F3_1_A5_S25,NPB_F3_2_B5_S26,NPB_F3_3_C5_S27,NPB_F3_4_D5_S28,NPB_F3_5_E5_S29,NPB_F3_6_F5_S30,NPB_F3_7_G5_S31,NPB_F3_8_H5_S32,NPB_F3_9_A6_S33,NPB_F4_10_F7_S46,NPB_F4_11_G7_S47,NPB_F4_12_H7_S1,NPB_F4_1_E6_S37,NPB_F4_2_F6_S38,NPB_F4_3_G6_S39,NPB_F4_4_H6_S40,NPB_F4_5_A7_S41,NPB_F4_6_B7_S42,NPB_F4_7_C7_S43,NPB_F4_8_D7_S44,NPB_F4_9_E7_S45,NPB_F5_10_B9_S11,NPB_F5_11_C9_S12,NPB_F5_12_D9_S13,NPB_F5_1_A8_S2,NPB_F5_2_B8_S3,NPB_F5_3_C8_S4,NPB_F5_4_D8_S5,NPB_F5_5_E8_S6,NPB_F5_6_F8_S7,NPB_F5_7_G8_S8,NPB_F5_8_H8_S9,NPB_F5_9_A9_S10,NPB_F6_10_F10_S23,NPB_F6_11_G10_S24,NPB_F6_12_H10_S25,NPB_F6_1_E9_S14,NPB_F6_2_F9_S15,NPB_F6_3_G9_S16,NPB_F6_4_H9_S17,NPB_F6_5_A10_S18,NPB_F6_6_B10_S19,NPB_F6_7_C10_S20,NPB_F6_8_D10_S21,NPB_F6_9_E10_S22,NPB_F7_10_B12_S35,NPB_F7_11_C12_S36,NPB_F7_12_D12_S37,NPB_F7_1_A11_S26,NPB_F7_2_B11_S27,NPB_F7_3_C11_S28,NPB_F7_4_D11_S29,NPB_F7_5_E11_S30,NPB_F7_6_F11_S31,NPB_F7_7_G11_S32,NPB_F7_8_H11_S33,NPB_F7_9_A12_S34,NPB_F8_10_F4_S47,NPB_F8_11_G4_S1,NPB_F8_12_H4_S2,NPB_F8_1_E12_S38,NPB_F8_2_F12_S39,NPB_F8_3_G12_S40,NPB_F8_4_H12_S41,NPB_F8_5_A4_S42,NPB_F8_6_B4_S43,NPB_F8_7_C4_S44,NPB_F8_8_D4_S45,NPB_F8_9_E4_S46,NPB_F9_10_B6_S12,NPB_F9_11_C6_S13,NPB_F9_12_D6_S14,NPB_F9_1_A5_S3,NPB_F9_2_B5_S4,NPB_F9_3_C5_S5,NPB_F9_4_D5_S6,NPB_F9_5_E5_S7,NPB_F9_6_F5_S8,NPB_F9_7_G5_S9,NPB_F9_8_H5_S10,NPB_F9_9_A6_S11
MEG_6162|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,14,12,0,0,0,0,0,0,0,0,0,0,4,0,0,16,0,0,0,25,0,0,0,25,36,0,0,60,27,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_867|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7196|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_regulator|TETRM|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,37,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,47,19,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,31,0,0,0,436,64,134,158,0,120,247,53,139,82,14,375,1072,25,61,0,127,95,242,49,62,69,0,17,162,0,676,101,0,337,62,17,354,282,38,136,110,0,30,0,0,39,14,0,41,10,0,301,35,0,26,0,0,0,40,0,0,45,69,22,30,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,30,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1755|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4720|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6740|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_825|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7538|Drugs|Glycopeptides|VanB-type_accessory_protein|VANWB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7169|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,165,0,0,542,690,787,720,0,799,467,606,510,784,987,688,798,918,1048,387,815,835,1489,655,532,884,701,1430,624,619,592,617,1200,1042,795,817,1215,1083,1020,1158,516,1238,663,6098,981,545,819,594,424,559,634,505,671,779,620,582,688,663,555,607,779,473,831,464,565,968,1096,422,430,496,524,497,692,563,479,704,739,549,667,650,496,618,735,1032,378,454,233,386,189,488,570,355,602,410,325,180,1060,189,317,86,255,352,78,303,242,191,435,364,174,1981,553,446,0,313,330,465,159,211,798,184,474,480,1006,652,602,732,1203,805,981,703,752,490,489,645,512,450,844,539,2182,646,977,877,458,862,819,492,698,728,1459,1343,1301,1300,1120,1228,1182,1722,1340,1132,1589,1758,2714,1711,2128,1324,2391,1244,1612,2572,1413,1194,1995,2144,1206,1083,857,1022,584,750,967,1961,1266,1134,750,1358,885,804,997,619,836,955,584,997,783,522,972,942,1294,1115,1137,1256,0,749,0,949,606,978,1212,1064,1393,1036,649,973,767,775,558,2406,557,1366,384,1302
MEG_1182|Biocides|Acid_resistance|Acid_resistance_protein|ASR,389,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,5,0,0,0,77,27,26,34,9,28,39,17,23,23,0,50,187,5,31,0,18,11,34,0,11,47,0,0,20,0,58,0,0,63,22,13,46,40,23,12,36,0,15,0,0,0,0,0,14,0,0,17,9,0,10,0,0,0,55,0,0,0,0,7,9,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1013|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,23,0,0,65,95,153,119,0,145,87,97,163,208,144,126,533,154,170,121,201,375,218,317,380,138,307,251,106,121,51,742,202,182,84,162,172,198,84,178,253,149,106,140,658,68,65,99,33,58,124,56,105,69,72,55,77,233,127,271,53,133,179,127,122,283,203,106,167,77,246,103,158,109,74,76,125,91,191,99,60,124,146,693,896,671,481,867,831,121,595,489,637,422,394,565,356,317,407,241,173,482,92,340,377,304,554,322,504,424,999,534,0,363,625,1028,325,308,564,196,688,426,571,566,359,476,324,830,497,301,772,163,265,272,523,190,284,139,267,303,325,229,177,258,265,258,457,305,143,276,116,205,196,197,171,169,206,143,259,136,238,173,232,148,203,201,199,143,194,87,178,115,258,284,248,176,169,249,220,221,369,146,176,95,103,157,213,146,213,188,159,157,193,174,203,186,143,228,160,428,0,144,0,192,213,130,201,164,315,322,173,240,301,198,175,221,254,207,50,130
MEG_7126|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,56,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,39,0,0,0,0,60,41,23,22,40,0,89,32,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,27,0,0,0,37,0,0,0,0,0,24,0,178,0,44,0,0,256,0,62,0,0,0,0,43,0,0,27,0,24,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5832|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2856|Drugs|MLS|23S_rRNA_methyltransferases|ERMX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,187,0,0,0,0,991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7111|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_899|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1559|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4051|Drugs|MLS|Macrolide_phosphotransferases|MPHN,79,0,0,55,134,41,53,0,89,53,58,0,83,13,47,0,0,35,82,197,0,70,19,25,38,35,35,94,64,62,0,55,101,53,62,30,32,45,36,72,16,23,24,0,131,99,120,51,54,86,78,136,87,73,45,95,58,38,31,28,0,77,47,68,102,101,89,51,26,41,36,70,42,56,41,51,51,40,111,84,48,80,43,0,0,0,0,0,45,0,0,0,0,48,0,0,0,0,0,0,0,0,0,23,0,16,0,0,38,52,19,0,0,0,0,24,0,0,0,23,16,31,36,97,0,0,27,25,0,15,0,32,0,0,19,40,0,90,15,0,0,26,0,0,26,28,57,25,11,26,70,27,36,60,56,30,60,32,98,51,45,42,24,47,47,0,21,67,0,22,81,87,46,21,62,32,40,25,36,0,43,18,56,60,27,23,100,42,23,35,36,25,29,0,61,71,59,25,102,0,51,0,125,89,54,38,119,89,91,35,81,71,46,52,156,71,50,0,77
MEG_7141|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,44,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,432,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3912|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXF,2015266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7246|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_117|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
